Brand,Model,Body,Mileage,EngineV,Engine Type,Registration,Year,Price
Volkswagen,Golf Plus,hatch,147,1.6,Gas,yes,2006,8300
Audi,A6,sedan,250,2.4,Gas,yes,1999,6900
Mercedes-Benz,ML 430,other,210,4.3,Gas,yes,2000,8500
Volkswagen,Touareg,crossover,148,3,Diesel,yes,2007,17300
Mercedes-Benz,GLS 350,crossover,1,3,Diesel,yes,2016,NA
Volkswagen,Passat B3,vagon,215,2,Petrol,yes,1993,3500
Mercedes-Benz,S 63 AMG,other,3,5.5,Petrol,yes,2016,249999
Volkswagen,Polo,hatch,220,1.4,Petrol,yes,2003,5000
Mitsubishi,Lancer,sedan,118,1.6,Petrol,yes,2007,6900
Toyota,Rav 4,crossover,188,2,Petrol,yes,1999,5500
BMW,Z4,other,98,3,Petrol,yes,2007,17900
Volkswagen,Caddy,van,210,2,Diesel,yes,2012,11500
BMW,730,sedan,448,3,Petrol,yes,1996,7200
Volkswagen,Golf Variant,vagon,167,1.6,Diesel,yes,2011,12800
Volkswagen,T5 (Transporter) ,van,350,1,Other,yes,2004,7000
BMW,5 Series,sedan,220,2.2,Gas,yes,2001,8400
Audi,A6,van,11,1.9,Diesel,no,1999,3000
Renault,Symbol,sedan,160,1.4,Gas,yes,2008,5200
Mitsubishi,Colt,vagon,120,1.3,Petrol,yes,2005,5700
Mitsubishi,Pajero,crossover,285,2.5,Diesel,yes,1991,6500
Volkswagen,Passat B5,vagon,200,1.9,Diesel,no,1999,2300
Volkswagen,Caddy,van,228,1.9,Diesel,yes,2006,7700
Volkswagen,Caddy,van,110,1.6,Diesel,yes,2012,10999
BMW,730,other,212,3,Diesel,no,2004,8700
Mercedes-Benz,E-Class,sedan,312,3.2,Petrol,yes,2000,7200
BMW,X6,crossover,38,3,Petrol,yes,2009,39000
Mitsubishi,Pajero Wagon,crossover,235,3,Gas,yes,2007,11999
Mercedes-Benz,GLS 350,crossover,1,2.99,Diesel,yes,2016,129999
Volkswagen,T5 (Transporter),other,195,2,Diesel,yes,2011,18100
Mitsubishi,Space Star,vagon,185,1.3,Petrol,no,2000,1600
Mercedes-Benz,G 350,crossover,0,3,Diesel,yes,2016,138000
Mercedes-Benz,S 350,sedan,34,3.5,Diesel,yes,2014,NA
Renault,Laguna,vagon,1,1,Diesel,no,2006,2650
Volkswagen,Passat CC,sedan,115,1.8,Petrol,yes,2012,23300
BMW,X5,crossover,210,3,Gas,yes,2008,25500
Volkswagen,Passat B7,sedan,122,2,Petrol,yes,2012,20900
Renault,Laguna,hatch,310,2,Petrol,yes,1996,3700
Toyota,Corolla,sedan,125,1.6,Petrol,yes,2009,9500
Mercedes-Benz,GL 350,crossover,121,3,Diesel,yes,2013,61500
Toyota,Rav 4,crossover,43,2.2,Diesel,yes,2013,NA
Volkswagen,Passat B5,other,217,1.9,Diesel,yes,2005,8800
BMW,520,vagon,136,2,Diesel,yes,2012,34900
Audi,A6,vagon,200,2.5,Diesel,yes,1999,3600
Mercedes-Benz,C-Class,other,12,1.8,Petrol,yes,2013,28000
Mercedes-Benz,G 63 AMG,crossover,88,5.46,Petrol,yes,2013,140000
BMW,520,sedan,203,2,Diesel,yes,2010,25800
Mitsubishi,Pajero Wagon,crossover,86,3.2,Diesel,yes,2011,25999
Volkswagen,Passat B8,sedan,11,1.4,Petrol,yes,2016,29600
BMW,318,sedan,178,1.9,Petrol,no,2001,3200
Mercedes-Benz,Vito,van,200,2.3,Diesel,yes,1999,6900
Mercedes-Benz,E-Class,sedan,274,3.2,Diesel,no,2002,3550
BMW,320,vagon,230,2,Diesel,no,2001,2900
Mercedes-Benz,Vito,van,307,2.2,Diesel,yes,2007,11500
Volkswagen,T5 (Transporter),van,218,1.9,Diesel,yes,2008,11800
Mercedes-Benz,S 65 AMG,sedan,76,6,Petrol,yes,2010,69900
Audi,S4,other,115,1.8,Petrol,yes,2008,23000
Renault,Kangoo,van,186,1.5,Diesel,yes,2012,6500
Volkswagen,Golf IV,vagon,284,1.9,Other,yes,2001,6000
Toyota,Corolla,sedan,50,1.6,Petrol,yes,2013,17200
Toyota,Land Cruiser 200,crossover,29,4.5,Diesel,yes,2014,76500
Volkswagen,Sharan,vagon,160,2.8,Petrol,yes,2001,6800
Mercedes-Benz,S 63 AMG,other,6,5.5,Petrol,yes,2016,250000
Volkswagen,Vento,sedan,262,1.8,Petrol,yes,1994,3750
Volkswagen,T5 (Transporter),other,300,2.5,Diesel,yes,2007,8000
Mercedes-Benz,ML 350,crossover,128,3,Diesel,yes,2013,58500
Renault,Clio,sedan,114,1.4,Other,yes,2006,4999
BMW,X5 M,crossover,6,4.4,Petrol,yes,2016,NA
Volkswagen,Jetta,sedan,56,1.4,Other,yes,2013,15800
Volkswagen,Passat B6,sedan,200,2,Diesel,yes,2007,9250
Mitsubishi,Outlander,crossover,128,2.4,Gas,yes,2008,11300
Audi,80,sedan,250,1.8,Petrol,no,1993,1400
Toyota,Land Cruiser 200,crossover,23,4.5,Diesel,yes,2014,80000
BMW,528,sedan,1,2.8,Petrol,yes,2002,11900
Volkswagen,Polo,hatch,29,1.4,Petrol,yes,2014,9500
BMW,320,other,162,2.2,Petrol,yes,2002,10999
Audi,Q7,crossover,119,4.2,Gas,yes,2007,23500
BMW,X5,crossover,170,4.8,Gas,yes,2007,24500
Mitsubishi,Virage,sedan,150,1.8,Gas,yes,2004,6000
Mitsubishi,Pajero Wagon,crossover,194,3.2,Diesel,yes,2008,17500
Toyota,Avensis,sedan,107,1.8,Gas,yes,2007,9300
BMW,330,vagon,280,3,Diesel,no,2001,3500
BMW,X3,vagon,42,2,Petrol,yes,2012,41500
Volkswagen,T5 (Transporter),other,215,1.9,Other,yes,2007,10300
Mercedes-Benz,GLE-Class,crossover,1,3,Petrol,yes,2015,NA
Audi,A6 Allroad,vagon,280,2.5,Diesel,no,2002,2200
Renault,Duster,crossover,0,1.5,Diesel,yes,2016,19692.08
Renault,Kangoo,van,187,1.5,Diesel,yes,2010,7850
Mercedes-Benz,S 350,sedan,42,3,Diesel,yes,2014,NA
Volkswagen,Golf III,hatch,280,NA,Gas,yes,1996,3950
Toyota,Land Cruiser 105,crossover,94,4.5,Petrol,yes,2005,20000
Audi,A6,sedan,253,2.5,Diesel,no,1998,3800
BMW,530,sedan,254,3,Diesel,yes,2003,13700
Toyota,Rav 4,crossover,86,2.2,Diesel,yes,2014,31000
Volkswagen,T5 (Transporter),van,237,2,Diesel,yes,2010,14400
BMW,316,sedan,200,NA,Petrol,yes,1996,4700
Toyota,Auris,hatch,45,1.6,Petrol,yes,2014,17500
Renault,Logan,vagon,1,1.2,Petrol,yes,2015,10396.23
BMW,X5,crossover,140,3,Diesel,yes,2009,27800
Volkswagen,Golf IV,sedan,200,1.4,Petrol,yes,2000,5800
Renault,Grand Scenic,vagon,200,1.46,Diesel,yes,2008,5800
Audi,A6,vagon,165,2,Diesel,yes,2010,21500
Volkswagen,Passat B4,sedan,330,2.8,Gas,yes,1994,3600
BMW,735,sedan,388,3.5,Petrol,yes,1998,6500
Volkswagen,Caddy,vagon,171,1.9,Diesel,yes,2010,10700
BMW,320,sedan,280,2,Diesel,no,1999,3100
Mercedes-Benz,B-Class Electric Drive,hatch,8,NA,Other,yes,2015,38800
Mercedes-Benz,E-Class,vagon,240,2.5,Diesel,no,1992,1350
Renault,Trafic,van,150,2.5,Diesel,yes,2007,NA
Mercedes-Benz,Sprinter 208,other,525,2.3,Diesel,yes,1995,4500
Mercedes-Benz,CLS 400,sedan,0,3,Petrol,yes,2016,99000
Mercedes-Benz,250,vagon,355,2.5,Diesel,yes,1996,5600
Mercedes-Benz,S 430,sedan,388,4.3,Gas,yes,2000,8500
BMW,X1,crossover,108,2,Diesel,yes,2012,24000
Mitsubishi,Lancer X,sedan,95,2,Petrol,yes,2008,9300
Toyota,Camry,sedan,125,3.5,Petrol,yes,2008,15700
Volkswagen,Polo,sedan,106,1.6,Petrol,yes,2011,9600
Volkswagen,Passat B7,other,93,2,Diesel,yes,2012,21000
Mercedes-Benz,C-Class,sedan,303,2.2,Diesel,no,2000,3500
Toyota,FJ Cruiser,crossover,65,4,Gas,yes,2010,45500
Audi,Q7,crossover,185,4.2,Petrol,yes,2006,20900
Mercedes-Benz,CLK 230,other,168,2.3,Petrol,yes,2001,6999
Mitsubishi,Lancer X,sedan,112,2,Petrol,yes,2008,7999
BMW,730,sedan,1,3,Petrol,yes,1995,6500
BMW,530,sedan,230,3,Diesel,yes,2011,29500
Renault,Trafic,van,138,2,Diesel,yes,2011,10300
Volkswagen,LT,other,1,2.5,Diesel,yes,1999,6000
Volkswagen,Passat B5,vagon,193,1.9,Diesel,no,2003,3300
Volkswagen,Passat B5,vagon,320,1.9,Diesel,no,2000,2400
Audi,A6,sedan,180,3,Diesel,yes,2009,23900
Volkswagen,Passat B6,sedan,148,2,Petrol,yes,2006,9300
Mitsubishi,Lancer,hatch,294,1.6,Gas,yes,1992,1699
Volkswagen,Touareg,crossover,92,3,Diesel,yes,2012,34000
Toyota,Rav 4,other,82,2,Gas,yes,2007,14500
Volkswagen,Polo,sedan,78,1.6,Petrol,yes,2012,10400
BMW,535,sedan,266,3.5,Petrol,no,1997,6100
Volkswagen,Caddy,other,177,1.9,Diesel,yes,2010,7200
Mercedes-Benz,Vito,other,144,2.2,Diesel,yes,2009,14000
Mercedes-Benz,CL 500,other,213,5,Other,yes,1999,8900
BMW,116,hatch,42,1.6,Petrol,yes,2013,22100
Mercedes-Benz,Sprinter 316,van,0,NA,Diesel,yes,2015,33500
Mercedes-Benz,S 350,sedan,20,3,Diesel,yes,2015,NA
Toyota,Tundra,other,65,5.7,Petrol,yes,2013,33950
BMW,525,sedan,101,2.5,Petrol,yes,1990,3499
Audi,Q5,crossover,74,2,Petrol,yes,2010,28500
BMW,X5,crossover,284,3,Diesel,no,2004,8800
Volkswagen,Golf VII,other,15,1.2,Petrol,yes,2014,17200
Audi,A6,sedan,278,2.5,Diesel,no,1999,3000
Toyota,Camry,sedan,58,2.5,Petrol,yes,2015,25800
Mercedes-Benz,S 550,sedan,143,5.5,Petrol,yes,2007,18500
Volkswagen,Caddy,van,0,1.6,Diesel,yes,2016,28793.04
BMW,520,sedan,2,2,Petrol,yes,2016,42900
Toyota,Avensis,sedan,90,1.8,Petrol,yes,2008,11800
Renault,Kangoo,van,171,1.5,Diesel,yes,2013,7100
Volkswagen,Passat CC,sedan,26,1.8,Petrol,yes,2011,22000
Volkswagen,Golf II,hatch,400,1.8,Gas,yes,1989,2700
Toyota,Celica,other,220,1.8,Petrol,yes,2001,7000
BMW,X5,other,230,3,Diesel,no,2002,6499
Volkswagen,Passat B7,sedan,110,1.8,Petrol,yes,2011,15700
Mitsubishi,Lancer X,sedan,113,2,Petrol,yes,2007,8100
Mercedes-Benz,ML 320,other,287,3.2,Petrol,yes,2000,12200
Renault,Symbol,sedan,96,1.4,Petrol,yes,2007,5400
Mercedes-Benz,220,sedan,285,2.2,Diesel,no,2002,5400
Volkswagen,Sharan,vagon,287,1.9,Diesel,yes,2002,7700
BMW,750,sedan,115,5,Petrol,yes,2008,34000
Audi,A6,sedan,302,1.9,Diesel,no,2002,3900
Mercedes-Benz,S 500,sedan,240,5,Petrol,yes,2004,15000
Volkswagen,Passat B6,sedan,120,2,Petrol,yes,2008,8999
Volkswagen,Passat B3,sedan,268,99.99,Petrol,yes,1989,2400
Mitsubishi,Lancer X,sedan,116,1.5,Petrol,yes,2008,6300
Volkswagen,Touran,van,210,1.6,Gas,yes,2004,7999
Toyota,Land Cruiser Prado,crossover,128,4,Gas,yes,2007,25200
BMW,520,sedan,131,2,Diesel,yes,2011,26999
Mercedes-Benz,E-Class,sedan,460,2,Petrol,yes,1991,4000
Audi,A6,sedan,180,3,Diesel,yes,2006,16000
Mitsubishi,Lancer X,sedan,115,2,Petrol,yes,2008,9200
Volkswagen,Caddy,van,250,2,Diesel,yes,2004,7000
Toyota,Land Cruiser 200,crossover,1,4.5,Diesel,yes,2016,85000
Volkswagen,Passat B3,sedan,320,1.8,Gas,yes,1990,3200
Renault,Megane,hatch,127,1.5,Diesel,yes,2012,11000
Mercedes-Benz,Vito,other,225,NA,Other,yes,2008,13900
Mitsubishi,Outlander,crossover,187,2.4,Gas,yes,2008,10500
BMW,320,sedan,102,2,Petrol,yes,2011,17500
Renault,Megane,vagon,224,1.5,Diesel,yes,2004,7200
Toyota,Camry,sedan,195,2.4,Gas,yes,2004,8400
Volkswagen,Caddy,van,1,1.6,Diesel,yes,2011,8350
Audi,A4,vagon,244,2,Other,no,2006,3200
Toyota,Camry,sedan,147,2.4,Petrol,yes,2010,11999
Toyota,Land Cruiser 200,crossover,144,4,Gas,yes,2008,29900
BMW,730,sedan,290,3,Diesel,yes,2001,11500
Audi,A6,vagon,156,3,Diesel,yes,2009,NA
Mitsubishi,Outlander XL,vagon,93,3,Gas,yes,2007,13900
Mercedes-Benz,E-Class,sedan,300,2.6,Petrol,yes,2002,NA
Renault,Kangoo,van,245,1.5,Diesel,yes,2003,5000
Toyota,Corolla,hatch,211,1.3,Petrol,yes,1987,2350
Volkswagen,Caddy,van,127,1.6,Diesel,yes,2011,12900
Mercedes-Benz,Vito,van,344,2.2,Diesel,yes,2006,8650
Toyota,Venza,crossover,132,2.7,Gas,yes,2012,22900
Mercedes-Benz,Vito,van,290,2.2,Diesel,yes,2007,13500
Audi,Q5,crossover,45,2,Diesel,yes,2014,39999
Audi,80,sedan,350,NA,Gas,yes,1988,2850
Volkswagen,Passat B5,sedan,250,1.9,Diesel,no,2000,3300
Audi,Q5,crossover,108,2,Diesel,yes,2012,32500
Mitsubishi,Outlander XL,crossover,135,3,Petrol,yes,2009,13300
Volkswagen,Passat B5,vagon,257,1.9,Diesel,no,2003,2900
Volkswagen,Passat B3,sedan,315,1.6,Gas,yes,1990,2900
Mercedes-Benz,ML 350,crossover,208,3.5,Petrol,yes,2007,21000
Mercedes-Benz,GLE-Class,crossover,1,3,Petrol,yes,2016,NA
Toyota,Land Cruiser 200,crossover,61,4.5,Diesel,yes,2011,89000
Volkswagen,Tiguan,crossover,48,2,Diesel,yes,2012,23500
Mitsubishi,Space Wagon,van,350,1.8,Gas,yes,1992,4200
Mercedes-Benz,G 55 AMG,crossover,99,5.5,Petrol,yes,2009,70500
Mercedes-Benz,GLS 400,crossover,0,4,Petrol,yes,2016,124000
Audi,Q3,crossover,45,2,Diesel,yes,2014,39999
Mercedes-Benz,200,sedan,400,2.2,Diesel,no,2000,1999
Mercedes-Benz,Sprinter 313,other,175,2.2,Diesel,yes,2013,14300
Toyota,Camry,sedan,139,2.4,Gas,yes,2008,13500
Toyota,Camry,sedan,104,2.4,Petrol,yes,2007,13300
Toyota,Yaris,hatch,82,1.3,Petrol,yes,2006,8200
Renault,Grand Scenic,van,137,1.5,Diesel,yes,2012,12000
Renault,Laguna,vagon,199,1.9,Diesel,no,2003,2150
Toyota,Rav 4,vagon,60,2.2,Diesel,yes,2013,29000
Mercedes-Benz,Vito,van,280,2.2,Diesel,yes,2005,9500
Volkswagen,T5 (Transporter),van,146,2.5,Diesel,yes,2009,NA
Volkswagen,Touran,van,120,2,Diesel,yes,2007,10600
Mercedes-Benz,Vito,van,238,2.2,Diesel,yes,2008,12500
Mitsubishi,Pajero Wagon,crossover,269,3.2,Diesel,yes,2002,10200
Toyota,Land Cruiser 200,crossover,1,4.5,Diesel,yes,2016,NA
Mercedes-Benz,E-Class,sedan,0,2.2,Diesel,yes,2015,50250
Volkswagen,Caddy,van,100,1.4,Gas,yes,2009,8900
Mercedes-Benz,Vito,other,220,2.2,Diesel,yes,2002,5500
BMW,520,sedan,42,2,Diesel,yes,2014,45500
Renault,Trafic,other,146,2,Diesel,yes,2012,10499
Mercedes-Benz,GLE-Class,crossover,0,2.99,Diesel,yes,2016,99999
Renault,Trafic,van,166,2,Diesel,yes,2012,9100
Mercedes-Benz,S 320,sedan,180,3.2,Diesel,yes,2008,24500
BMW,X5,crossover,1,2,Diesel,yes,2016,63500
BMW,530,sedan,221,3,Diesel,no,2002,3600
Renault,Koleos,crossover,89,2.5,Petrol,yes,2010,12900
Renault,Logan,sedan,51,1.6,Petrol,yes,2011,6400
BMW,530,sedan,287,3,Petrol,yes,2001,8800
Renault,Symbol,sedan,104,1.5,Diesel,yes,2010,7199
Renault,Kangoo,van,250,1.5,Diesel,yes,2005,3300
Audi,100,sedan,305,2.3,Gas,yes,1989,2400
Volkswagen,Polo,hatch,60,1.39,Petrol,yes,2007,8400
Toyota,Land Cruiser 200,crossover,0,4.5,Diesel,yes,2016,NA
Mitsubishi,Lancer X,sedan,180,2,Gas,yes,2008,7600
Renault,Kangoo,van,196,1.9,Diesel,yes,1998,3800
Mercedes-Benz,S 350,sedan,160,3.7,Petrol,yes,2003,13100
Toyota,Venza,crossover,141,2.7,Gas,yes,2010,21950
Renault,Trafic,van,205,1.9,Diesel,yes,2006,8800
Toyota,Yaris,hatch,17,1,Petrol,yes,2016,10500
Mitsubishi,Pajero Sport,crossover,20,2.5,Diesel,yes,2013,24000
Toyota,Camry,sedan,189,2.4,Gas,yes,2007,11800
Mercedes-Benz,E-Class,sedan,198,1.8,Gas,yes,2011,20300
Toyota,Auris,hatch,24,1.6,Petrol,yes,2009,11600
Mercedes-Benz,ML 350,crossover,225,3.5,Gas,yes,2007,22000
Mercedes-Benz,E-Class,sedan,231,3.5,Gas,yes,2005,15800
Mercedes-Benz,Vito,van,97,2.2,Diesel,yes,2013,13500
Mitsubishi,Outlander XL,crossover,150,3.5,Gas,yes,2008,16500
Mercedes-Benz,Viano,van,156,NA,Other,yes,2012,25000
Volkswagen,Multivan,other,170,2,Diesel,yes,2011,40000
Mitsubishi,Outlander,crossover,150,2,Gas,yes,2007,9500
Renault,Kangoo,van,149,1.5,Other,yes,2011,6300
BMW,525,sedan,256,2.5,Diesel,no,2001,4999
Toyota,Land Cruiser 100,crossover,280,4.2,Diesel,yes,2000,14990
Audi,A4,vagon,152,2,Diesel,yes,2011,16400
Mercedes-Benz,ML 63 AMG,crossover,190,6.3,Petrol,yes,2007,21300
Audi,A5,sedan,98,3.2,Petrol,yes,2009,24996
Volkswagen,Jetta,sedan,45,2,Petrol,yes,2013,22900
Toyota,Corolla,hatch,136,1.6,Petrol,yes,2007,8300
Audi,A6 Allroad,vagon,255,2.5,Diesel,yes,2005,12900
Volkswagen,Passat B6,vagon,149,2,Diesel,yes,2008,12199
Audi,A6 Allroad,vagon,198,2.7,Petrol,yes,2003,9999
Mercedes-Benz,G 63 AMG,crossover,99,5,Gas,yes,2005,35500
Mitsubishi,Pajero Sport,crossover,170,3,Gas,yes,2005,11500
Mercedes-Benz,S 350,sedan,134,3,Diesel,yes,2010,38500
Mercedes-Benz,Vito,other,250,2.2,Diesel,yes,2002,5500
Volkswagen,Caddy,van,124,2,Gas,yes,2008,9400
Volkswagen,Caddy,van,143,1.6,Diesel,yes,2011,8400
Audi,A6,vagon,268,2.5,Diesel,no,2000,2650
Toyota,Camry,sedan,133,2.4,Gas,yes,2008,12000
Mercedes-Benz,C-Class,sedan,187,2,Gas,yes,2001,7500
Volkswagen,Golf VII,hatch,35,2,Diesel,yes,2015,25900
Volkswagen,Passat B5,sedan,280,1.8,Other,yes,2005,7500
Mercedes-Benz,S 600,other,147,6,Petrol,yes,2001,35000
Audi,A6,vagon,316,2.6,Gas,yes,1997,6200
Volkswagen,Vento,sedan,161,1.8,Petrol,no,1994,1550
Mercedes-Benz,Vito,van,450,2.3,Diesel,yes,1996,6500
Volkswagen,Passat B6,vagon,161,2,Diesel,yes,2008,8999
Mitsubishi,ASX,crossover,29,2,Gas,yes,2014,21000
Mercedes-Benz,Sprinter 313,other,575,2.2,Diesel,yes,2006,8800
Volkswagen,Polo,hatch,48,1.4,Petrol,yes,2012,13500
Toyota,Hiace,van,345,2.4,Diesel,yes,1992,3300
Mercedes-Benz,E-Class,sedan,400,2,Gas,yes,1998,5990
Mercedes-Benz,ML 270,crossover,242,2.7,Diesel,yes,2005,14800
Mercedes-Benz,GL 350,crossover,1,3,Diesel,yes,2016,NA
Mercedes-Benz,C-Class,sedan,0,1.6,Petrol,yes,2016,47000
Volkswagen,Passat B5,sedan,180,1.8,Gas,yes,2005,7990
Volkswagen,Passat B6,sedan,120,1.9,Diesel,yes,2007,8999
Volkswagen,Jetta,sedan,0,1.6,Diesel,yes,2016,23999
Audi,A6,vagon,421,2.5,Diesel,yes,1996,6500
Toyota,Avensis,sedan,1,1.8,Petrol,yes,2008,14000
Audi,Q7,crossover,116,4.2,Petrol,yes,2008,23500
Renault,Fluence,sedan,89,1.6,Petrol,yes,2012,9500
Mercedes-Benz,S 350,sedan,18,3,Diesel,yes,2015,125000
Volkswagen,Caddy,van,181,1.6,Diesel,yes,2011,9000
Mitsubishi,Lancer,sedan,523,1.8,Diesel,yes,1989,2300
Volkswagen,Polo,sedan,65,1.6,Petrol,yes,2013,10650
Audi,A6,vagon,230,2.5,Diesel,yes,1999,6399
Mitsubishi,Lancer X,sedan,140,1.5,Petrol,yes,2007,7500
Volkswagen,Caddy,van,220,NA,Other,yes,2004,6450
Volkswagen,Caddy,van,105,1.6,Diesel,yes,2014,10200
Mercedes-Benz,E-Class,sedan,200,2.7,Diesel,no,2000,3300
Mercedes-Benz,E-Class,sedan,175,2,Petrol,yes,2001,8300
Volkswagen,Caddy,van,168,1.9,Diesel,yes,2005,7400
Toyota,Rav 4,crossover,66,2.2,Diesel,yes,2013,28600
Audi,A8,sedan,230,2.8,Petrol,yes,1997,2800
BMW,535,crossover,223,3,Diesel,yes,2011,38000
Toyota,Prius,hatch,74,1.4,Other,yes,2010,11000
Audi,S8,sedan,240,4.2,Gas,yes,2001,11800
Renault,Trafic,van,275,2,Diesel,yes,2008,9500
BMW,X1,crossover,117,2,Diesel,yes,2010,23700
Mercedes-Benz,CL 550,other,135,5.5,Petrol,yes,2008,35000
Volkswagen,Golf Variant,vagon,171,1.9,Diesel,yes,2009,11000
BMW,X5,crossover,205,3,Diesel,yes,2008,25800
Renault,Trafic,van,230,2,Diesel,yes,2009,13200
Toyota,Yaris,hatch,170,1,Petrol,yes,2002,4650
Mercedes-Benz,Vito,van,337,2.2,Diesel,yes,2002,8300
Mitsubishi,Pajero Wagon,crossover,106,3.8,Gas,yes,2007,18900
Mitsubishi,Galant,sedan,59,2.4,Petrol,yes,2009,12750
Mercedes-Benz,Smart,other,107,0.6,Petrol,yes,2000,3800
Volkswagen,Caddy,other,189,2,Diesel,yes,2011,11500
Mercedes-Benz,Vito,van,200,2.2,Diesel,yes,2000,4600
BMW,316,sedan,300,NA,Gas,no,1994,1550
Renault,Kangoo,van,129,1.5,Other,yes,2014,7899
Mercedes-Benz,GLE-Class,crossover,0,2.2,Diesel,yes,2016,70999
Toyota,Camry,sedan,300,2.4,Petrol,yes,2004,8800
Renault,Logan,sedan,16,1.2,Petrol,yes,2014,8250
Toyota,Rav 4,crossover,89,2,Petrol,yes,2012,21500
Toyota,Land Cruiser 200,crossover,0,4.5,Diesel,yes,2016,195000
Renault,Laguna,hatch,1,2,Petrol,no,2002,2400
Volkswagen,T5 (Transporter),other,160,2.5,Other,yes,2006,12500
Mercedes-Benz,A 170,hatch,201,1.7,Diesel,no,2001,2499
BMW,525,sedan,135,2.5,Petrol,yes,2005,14990
Audi,A6,sedan,166,3,Gas,yes,2005,NA
Mitsubishi,Lancer,sedan,65,1.5,Petrol,yes,2011,8260
BMW,520,sedan,230,2,Petrol,yes,1998,6800
Mercedes-Benz,G 500,crossover,131,5,Petrol,yes,2008,NA
Mitsubishi,Space Star,van,168,1.8,Petrol,no,2001,1999
BMW,328,other,265,2.8,Gas,yes,1998,8500
Toyota,FJ Cruiser,crossover,90,4,Petrol,yes,2008,24800
Mitsubishi,Outlander XL,crossover,120,3,Petrol,yes,2008,11800
Mercedes-Benz,S 350,sedan,100,3.5,Petrol,yes,2010,35500
Mercedes-Benz,Vito,van,250,2.2,Diesel,yes,2005,9400
Volkswagen,Jetta,sedan,73,NA,Petrol,yes,2012,14900
Volkswagen,Amarok,other,28,2,Diesel,yes,2015,NA
Mercedes-Benz,E-Class,other,209,3,Diesel,yes,2006,14899
Volkswagen,Passat B7,sedan,178,2,Diesel,no,2013,15500
Renault,Espace,van,290,2.2,Diesel,no,1999,2200
Volkswagen,Polo,sedan,133,1.6,Petrol,yes,2012,8950
BMW,530,vagon,159,3,Diesel,yes,2008,17800
Audi,A8,sedan,40,3,Diesel,yes,2015,85555
Volkswagen,Jetta,sedan,300,1.3,Petrol,yes,1988,2000
Mercedes-Benz,SL 500 (550),sedan,56,5,Other,yes,2003,20500
Toyota,Land Cruiser Prado,crossover,68,2.7,Gas,yes,2012,30990
Toyota,Tacoma,crossover,11,4,Petrol,yes,2013,39900
BMW,325,other,25,2.5,Petrol,yes,2007,21900
Mercedes-Benz,S 350,sedan,16,3,Diesel,yes,2014,NA
Mercedes-Benz,S 500,other,0,4.7,Petrol,yes,2016,185555
Toyota,Prius,hatch,52,1.4,Other,yes,2012,12400
Mercedes-Benz,CLK 200,other,200,2,Petrol,yes,1998,5000
Volkswagen,Passat B3,sedan,367,2,Petrol,yes,1991,3200
BMW,528,sedan,300,2.8,Gas,yes,1997,6500
Mercedes-Benz,B 200,hatch,147,2,Diesel,yes,2008,13600
BMW,645,other,164,NA,Gas,yes,2004,19990
Audi,Q7,crossover,245,3,Diesel,yes,2007,23500
Audi,A6,sedan,177,2,Diesel,yes,2007,15499
Mercedes-Benz,E-Class,sedan,197,2.7,Diesel,yes,2002,12950
Volkswagen,Jetta,sedan,250,NA,Petrol,yes,1991,1800
Toyota,Camry,sedan,80,2.5,Gas,yes,2014,23500
BMW,118,hatch,107,2,Petrol,yes,2006,NA
Renault,Megane,hatch,200,1.5,Diesel,yes,2005,5950
Mitsubishi,Galant,hatch,300,1.8,Petrol,yes,1989,2900
Mercedes-Benz,Vito,van,400,2.2,Diesel,yes,1999,5000
Mercedes-Benz,E-Class,sedan,240,2.4,Petrol,no,1999,1200
Volkswagen,Caddy,sedan,190,1.9,Diesel,yes,2006,6500
Volkswagen,Touareg,crossover,30,3,Diesel,yes,2015,51900
BMW,X5,crossover,2,3,Diesel,yes,2016,104999
Renault,Kangoo,van,165,1.5,Diesel,yes,2003,4650
Mitsubishi,ASX,crossover,59,NA,Petrol,yes,2012,16000
Audi,A6,sedan,165,2.4,Petrol,yes,2006,12500
Volkswagen,Passat B6,sedan,144,2,Diesel,yes,2008,10250
Audi,A5,other,83,2,Petrol,yes,2009,23500
Volkswagen,T6 (Transporter),van,250,2,Diesel,yes,2010,17777
Mercedes-Benz,320,sedan,233,3.2,Diesel,yes,2001,8300
Mercedes-Benz,S 500,sedan,84,5.5,Petrol,yes,2011,39900
Mercedes-Benz,Sprinter 210,van,400,2.9,Diesel,yes,1999,5200
Audi,A6,sedan,140,2,Diesel,yes,2012,31500
BMW,325,sedan,11,2.5,Diesel,yes,1994,4800
Volkswagen,T4 (Transporter),other,290,NA,Diesel,yes,2000,7700
Volkswagen,Tiguan,crossover,58,1.4,Petrol,yes,2014,21550
Audi,Q7,crossover,140,3,Diesel,yes,2013,42900
Audi,A6,sedan,160,2.5,Diesel,no,2002,2600
Volkswagen,Touran,van,0,2,Diesel,yes,2014,31310
Volkswagen,T5 (Transporter),van,230,1.9,Diesel,yes,2009,11800
Mercedes-Benz,V 250,van,0,2.2,Diesel,yes,2016,107000
Toyota,Land Cruiser Prado,crossover,150,NA,Gas,yes,2006,14800
BMW,530,sedan,264,3,Diesel,yes,2001,9800
Volkswagen,Caddy,van,144,2,Gas,yes,2012,7950
Mercedes-Benz,ML 320,crossover,220,3.2,Gas,yes,1999,9000
BMW,735,sedan,279,3.5,Gas,yes,1998,7400
